OrderID,Status,StatusTimestamp
R00212,In Progress,02/04/2023 14:16:00
R00212,Delivered,02/04/2023 14:21:00
R00213,Submitted,05/03/2023 19:22:00
R00213,In Progress,05/03/2023 19:25:00
R00213,Delivered,05/03/2023 19:32:00
R00214,Submitted,22/03/2023 20:09:00
R00214,In Progress,22/03/2023 20:15:00
R00214,Delivered,22/03/2023 20:23:00
R00215,Submitted,18/05/2023 10:18:00
R00215,In Progress,18/05/2023 10:19:00
R00215,Delivered,18/05/2023 10:34:00
R00216,Submitted,01/08/2023 15:32:00
R00216,In Progress,01/08/2023 15:33:00
R00216,Delivered,01/08/2023 15:45:00
R00217,Submitted,26/06/2023 14:39:00
R00217,In Progress,26/06/2023 14:45:00
R00217,Delivered,26/06/2023 14:54:00
R00218,Submitted,26/04/2023 21:06:00
R00218,In Progress,26/04/2023 21:10:00
R00218,Delivered,26/04/2023 21:17:00
R00219,Submitted,24/06/2023 21:37:00
R00219,In Progress,24/06/2023 21:41:00
R00219,Delivered,24/06/2023 21:55:00
R00220,Submitted,12/11/2023 20:20:00
R00220,In Progress,12/11/2023 20:25:00
R00220,Delivered,12/11/2023 20:34:00
R00221,Submitted,20/04/2023 14:38:00
R00221,In Progress,20/04/2023 14:44:00
R00221,Delivered,20/04/2023 14:48:00
R00222,Submitted,05/09/2023 13:22:00
R00222,In Progress,05/09/2023 13:28:00
R00222,Delivered,05/09/2023 13:35:00
R00223,Submitted,14/03/2023 20:32:00
R00223,In Progress,14/03/2023 20:35:00
R00223,Delivered,14/03/2023 20:48:00
R00224,Submitted,16/03/2023 10:30:00
R00224,In Progress,16/03/2023 10:31:00
R00224,Delivered,16/03/2023 10:40:00
R00225,Submitted,06/11/2023 14:10:00
R00225,In Progress,06/11/2023 14:14:00
R00225,Delivered,06/11/2023 14:26:00
R00226,Submitted,17/04/2023 19:40:00
R00226,In Progress,17/04/2023 19:44:00
R00226,Delivered,17/04/2023 19:52:00
R00227,Submitted,12/08/2023 11:22:00
R00227,In Progress,12/08/2023 11:24:00
R00227,Delivered,12/08/2023 11:38:00
R00228,Submitted,26/02/2023 16:31:00
R00228,In Progress,26/02/2023 16:36:00
R00228,Delivered,26/02/2023 16:48:00
R00229,Submitted,12/06/2023 10:31:00
R00229,In Progress,12/06/2023 10:32:00
R00229,Delivered,12/06/2023 10:41:00
R00230,Submitted,08/03/2023 14:35:00
R00230,In Progress,08/03/2023 14:41:00
R00230,Delivered,08/03/2023 14:50:00
R00231,Submitted,13/09/2023 17:09:00
R00231,In Progress,13/09/2023 17:14:00
R00231,Delivered,13/09/2023 17:26:00
R00232,Submitted,03/06/2023 17:35:00
R00232,In Progress,03/06/2023 17:36:00
R00232,Delivered,03/06/2023 17:54:00
R00233,Submitted,19/03/2023 20:08:00
R00233,In Progress,19/03/2023 20:12:00
R00233,Delivered,19/03/2023 20:22:00
R00234,Submitted,11/03/2023 14:17:00
R00234,In Progress,11/03/2023 14:18:00
R00234,Delivered,11/03/2023 14:35:00
R00235,Submitted,25/09/2023 10:33:00
R00235,In Progress,25/09/2023 10:35:00
R00235,Delivered,25/09/2023 10:51:00
R00236,Submitted,09/05/2023 16:03:00
R00236,In Progress,09/05/2023 16:07:00
R00236,Delivered,09/05/2023 16:18:00
R00237,Submitted,08/04/2023 20:26:00
R00237,In Progress,08/04/2023 20:27:00
R00237,Delivered,08/04/2023 20:38:00
R00238,Submitted,11/03/2023 14:34:00
R00238,In Progress,11/03/2023 14:35:00
R00238,Delivered,11/03/2023 14:46:00
R00239,Submitted,07/02/2023 13:42:00
R00239,In Progress,07/02/2023 13:47:00
R00239,Delivered,07/02/2023 13:55:00
R00240,Submitted,09/03/2023 18:31:00
R00240,In Progress,09/03/2023 18:36:00
R00240,Delivered,09/03/2023 18:44:00
R00241,Submitted,20/04/2023 13:37:00
R00241,In Progress,20/04/2023 13:40:00
R00241,Delivered,20/04/2023 13:53:00
R00242,Submitted,04/05/2023 10:10:00
R00242,In Progress,04/05/2023 10:13:00
R00242,Delivered,04/05/2023 10:23:00
R00243,Submitted,22/12/2023 17:20:00
R00243,In Progress,22/12/2023 17:23:00
R00243,Delivered,22/12/2023 17:39:00
R00244,Submitted,09/03/2023 13:38:00
R00244,In Progress,09/03/2023 13:40:00
R00244,Delivered,09/03/2023 13:54:00
R00245,Submitted,21/04/2023 15:42:00
R00245,In Progress,21/04/2023 15:45:00
R00245,Delivered,21/04/2023 15:58:00
R00246,Submitted,25/07/2023 13:06:00
R00246,In Progress,25/07/2023 13:10:00
R00246,Delivered,25/07/2023 13:22:00
R00247,Submitted,27/04/2023 10:20:00
R00247,In Progress,27/04/2023 10:23:00
R00247,Delivered,27/04/2023 10:38:00
R00248,Submitted,12/03/2023 21:08:00
R00248,In Progress,12/03/2023 21:14:00
R00248,Delivered,12/03/2023 21:23:00
R00249,Submitted,18/09/2023 20:38:00
R00249,In Progress,18/09/2023 20:41:00
R00249,Delivered,18/09/2023 20:49:00
R00250,Submitted,27/03/2023 19:07:00
R00250,In Progress,27/03/2023 19:08:00
R00250,Delivered,27/03/2023 19:20:00
R00251,Submitted,01/06/2023 15:18:00
R00251,In Progress,01/06/2023 15:24:00
R00251,Delivered,01/06/2023 15:34:00
R00252,Submitted,08/02/2023 20:11:00
R00252,In Progress,08/02/2023 20:17:00
R00252,Delivered,08/02/2023 20:26:00
R00253,Submitted,28/02/2023 11:03:00
R00253,In Progress,28/02/2023 11:09:00
R00253,Delivered,28/02/2023 11:21:00
R00254,Submitted,20/09/2023 17:42:00
R00254,In Progress,20/09/2023 17:46:00
R00254,Delivered,20/09/2023 17:55:00
R00255,Submitted,28/04/2023 14:07:00
R00255,In Progress,28/04/2023 14:10:00
R00255,Delivered,28/04/2023 14:24:00
R00256,Submitted,26/04/2023 15:15:00
R00256,In Progress,26/04/2023 15:21:00
R00256,Delivered,26/04/2023 15:29:00
R00257,Submitted,13/04/2023 10:15:00
R00257,In Progress,13/04/2023 10:19:00
R00257,Delivered,13/04/2023 10:32:00
R00258,Submitted,11/06/2023 16:18:00
R00258,In Progress,11/06/2023 16:19:00
R00258,Delivered,11/06/2023 16:29:00
R00259,Submitted,08/04/2023 18:38:00
R00259,In Progress,08/04/2023 18:39:00
R00259,Delivered,08/04/2023 18:49:00
R00260,Submitted,02/06/2023 15:16:00
R00260,In Progress,02/06/2023 15:18:00
R00260,Delivered,02/06/2023 15:30:00
R00261,Submitted,13/05/2023 17:35:00
R00261,In Progress,13/05/2023 17:41:00
R00261,Delivered,13/05/2023 17:48:00
R00262,Submitted,13/05/2023 18:35:00
R00262,In Progress,13/05/2023 18:40:00
R00262,Delivered,13/05/2023 18:47:00
R00263,Submitted,28/02/2023 21:22:00
R00263,In Progress,28/02/2023 21:23:00
R00263,Delivered,28/02/2023 21:36:00
R00264,Submitted,02/11/2023 18:15:00
R00264,In Progress,02/11/2023 18:21:00
R00264,Delivered,02/11/2023 18:26:00
R00265,Submitted,10/09/2023 19:18:00
R00265,In Progress,10/09/2023 19:19:00
R00265,Delivered,10/09/2023 19:35:00
R00266,Submitted,18/03/2023 11:11:00
R00266,In Progress,18/03/2023 11:14:00
R00266,Delivered,18/03/2023 11:23:00
R00267,Submitted,13/02/2023 12:11:00
R00267,In Progress,13/02/2023 12:17:00
R00267,Delivered,13/02/2023 12:23:00
R00268,Submitted,31/07/2023 12:38:00
R00268,In Progress,31/07/2023 12:43:00
R00268,Delivered,31/07/2023 12:55:00
R00269,Submitted,24/03/2023 12:07:00
R00269,In Progress,24/03/2023 12:12:00
R00269,Delivered,24/03/2023 12:17:00
R00270,Submitted,12/03/2023 15:10:00
R00270,In Progress,12/03/2023 15:14:00
R00270,Delivered,12/03/2023 15:23:00
R00271,Submitted,14/05/2023 13:39:00
R00271,In Progress,14/05/2023 13:45:00
R00271,Delivered,14/05/2023 13:56:00
R00272,Submitted,28/02/2023 20:43:00
R00272,In Progress,28/02/2023 20:48:00
R00272,Delivered,28/02/2023 20:54:00
R00273,Submitted,03/06/2023 20:19:00
R00273,In Progress,03/06/2023 20:24:00
R00273,Delivered,03/06/2023 20:32:00
R00274,Submitted,14/03/2023 13:09:00
R00274,In Progress,14/03/2023 13:14:00
R00274,Delivered,14/03/2023 13:24:00
R00275,Submitted,24/10/2023 13:11:00
R00275,In Progress,24/10/2023 13:14:00
R00275,Delivered,24/10/2023 13:26:00
R00276,Submitted,21/08/2023 18:32:00
R00276,In Progress,21/08/2023 18:36:00
R00276,Delivered,21/08/2023 18:48:00
R00277,Submitted,19/07/2023 11:08:00
R00277,In Progress,19/07/2023 11:13:00
R00277,Delivered,19/07/2023 11:24:00
R00278,Submitted,15/03/2023 20:10:00
R00278,In Progress,15/03/2023 20:11:00
R00278,Delivered,15/03/2023 20:22:00
R00279,Submitted,18/03/2023 20:21:00
R00279,In Progress,18/03/2023 20:26:00
R00279,Delivered,18/03/2023 20:32:00
R00280,Submitted,06/03/2023 20:29:00
R00280,In Progress,06/03/2023 20:30:00
R00280,Delivered,06/03/2023 20:46:00
R00281,Submitted,19/05/2023 21:43:00
R00281,In Progress,19/05/2023 21:48:00
R00281,Delivered,19/05/2023 21:55:00
R00282,Submitted,07/06/2023 13:30:00
R00282,In Progress,07/06/2023 13:35:00
R00282,Delivered,07/06/2023 13:47:00
R00283,Submitted,06/10/2023 15:28:00
R00283,In Progress,06/10/2023 15:29:00
R00283,Delivered,06/10/2023 15:47:00
R00284,Submitted,11/04/2023 18:16:00
R00284,In Progress,11/04/2023 18:17:00
R00284,Delivered,11/04/2023 18:29:00
R00285,Submitted,02/05/2023 12:35:00
R00285,In Progress,02/05/2023 12:37:00
R00285,Delivered,02/05/2023 12:53:00
R00286,Submitted,07/06/2023 14:17:00
R00286,In Progress,07/06/2023 14:21:00
R00286,Delivered,07/06/2023 14:34:00
R00287,Submitted,03/03/2023 14:37:00
R00287,In Progress,03/03/2023 14:42:00
R00287,Delivered,03/03/2023 14:54:00
R00288,Submitted,04/07/2023 17:26:00
R00288,In Progress,04/07/2023 17:28:00
R00288,Delivered,04/07/2023 17:38:00
R00289,Submitted,18/04/2023 12:28:00
R00289,In Progress,18/04/2023 12:29:00
R00289,Delivered,18/04/2023 12:42:00
R00290,Submitted,17/07/2023 15:12:00
R00290,In Progress,17/07/2023 15:14:00
R00290,Delivered,17/07/2023 15:22:00
R00291,Submitted,25/07/2023 18:16:00
R00291,In Progress,25/07/2023 18:22:00
R00291,Delivered,25/07/2023 18:35:00
R00292,Submitted,30/08/2023 21:22:00
R00292,In Progress,30/08/2023 21:24:00
R00292,Delivered,30/08/2023 21:32:00
R00293,Submitted,30/06/2023 16:43:00
R00293,In Progress,30/06/2023 16:49:00
R00293,Delivered,30/06/2023 17:01:00
R00294,Submitted,25/02/2023 13:43:00
R00294,In Progress,25/02/2023 13:49:00
R00294,Delivered,25/02/2023 13:58:00
R00295,Submitted,25/03/2023 18:18:00
R00295,In Progress,25/03/2023 18:19:00
R00295,Delivered,25/03/2023 18:35:00
R00296,Submitted,24/05/2023 15:40:00
R00296,In Progress,24/05/2023 15:45:00
R00296,Delivered,24/05/2023 15:54:00
R00297,Submitted,05/12/2023 13:32:00
R00297,In Progress,05/12/2023 13:33:00
R00297,Delivered,05/12/2023 13:42:00
R00298,Submitted,29/04/2023 15:33:00
R00298,In Progress,29/04/2023 15:39:00
R00298,Delivered,29/04/2023 15:49:00
R00299,Submitted,24/01/2023 16:05:00
R00299,In Progress,24/01/2023 16:11:00
R00299,Delivered,24/01/2023 16:15:00
R00300,Submitted,01/12/2023 16:35:00
R00300,In Progress,01/12/2023 16:36:00
R00300,Delivered,01/12/2023 16:45:00
R00301,Submitted,30/04/2023 20:42:00
R00301,In Progress,30/04/2023 20:45:00
R00301,Delivered,30/04/2023 20:54:00
R00302,Submitted,10/04/2023 10:15:00
R00302,In Progress,10/04/2023 10:18:00
R00302,Delivered,10/04/2023 10:31:00
R00303,Submitted,11/03/2023 13:26:00
R00303,In Progress,11/03/2023 13:32:00
R00303,Delivered,11/03/2023 13:38:00
R00304,Submitted,27/04/2023 10:42:00
R00304,In Progress,27/04/2023 10:45:00
R00304,Delivered,27/04/2023 10:54:00
R00305,Submitted,12/05/2023 12:03:00
R00305,In Progress,12/05/2023 12:07:00
R00305,Delivered,12/05/2023 12:14:00
R00306,Submitted,25/04/2023 16:06:00
R00306,In Progress,25/04/2023 16:10:00
R00306,Delivered,25/04/2023 16:20:00
R00307,Submitted,07/04/2023 11:19:00
R00307,In Progress,07/04/2023 11:23:00
R00307,Delivered,07/04/2023 11:33:00
R00308,Submitted,29/03/2023 20:08:00
R00308,In Progress,29/03/2023 20:09:00
R00308,Delivered,29/03/2023 20:24:00
R00309,Submitted,03/06/2023 14:26:00
R00309,In Progress,03/06/2023 14:28:00
R00309,Delivered,03/06/2023 14:37:00
R00310,Submitted,04/07/2023 10:10:00
R00310,In Progress,04/07/2023 10:11:00
R00310,Delivered,04/07/2023 10:22:00
R00311,Submitted,12/05/2023 14:32:00
R00311,In Progress,12/05/2023 14:33:00
R00311,Delivered,12/05/2023 14:50:00
R00312,Submitted,19/03/2023 18:21:00
R00312,In Progress,19/03/2023 18:25:00
R00312,Delivered,19/03/2023 18:39:00
R00313,Submitted,06/06/2023 16:26:00
R00313,In Progress,06/06/2023 16:28:00
R00313,Delivered,06/06/2023 16:39:00
R00314,Submitted,06/04/2023 11:09:00
R00314,In Progress,06/04/2023 11:13:00
R00314,Delivered,06/04/2023 11:25:00
R00315,Submitted,25/10/2023 21:36:00
R00315,In Progress,25/10/2023 21:40:00
R00315,Delivered,25/10/2023 21:50:00
R00316,Submitted,22/03/2023 19:31:00
R00316,In Progress,22/03/2023 19:34:00
R00316,Delivered,22/03/2023 19:43:00
R00317,Submitted,18/09/2023 19:11:00
R00317,In Progress,18/09/2023 19:14:00
R00317,Delivered,18/09/2023 19:23:00
R00318,Submitted,08/11/2023 11:23:00
R00318,In Progress,08/11/2023 11:29:00
R00318,Delivered,08/11/2023 11:36:00
R00319,Submitted,12/06/2023 12:06:00
R00319,In Progress,12/06/2023 12:10:00
R00319,Delivered,12/06/2023 12:16:00
R00320,Submitted,04/06/2023 19:13:00
R00320,In Progress,04/06/2023 19:14:00
R00320,Delivered,04/06/2023 19:27:00
R00321,Submitted,19/04/2023 16:09:00
R00321,In Progress,19/04/2023 16:12:00
R00321,Delivered,19/04/2023 16:21:00
R00322,Submitted,02/04/2023 18:13:00
R00322,In Progress,02/04/2023 18:16:00
R00322,Delivered,02/04/2023 18:25:00
R00323,Submitted,19/04/2023 15:25:00
R00323,In Progress,19/04/2023 15:27:00
R00323,Delivered,19/04/2023 15:35:00
R00324,Submitted,26/03/2023 14:25:00
R00324,In Progress,26/03/2023 14:26:00
R00324,Delivered,26/03/2023 14:41:00
R00325,Submitted,25/05/2023 20:20:00
R00325,In Progress,25/05/2023 20:24:00
R00325,Delivered,25/05/2023 20:33:00
R00326,Submitted,07/07/2023 16:20:00
R00326,In Progress,07/07/2023 16:24:00
R00326,Delivered,07/07/2023 16:35:00
R00327,Submitted,30/08/2023 19:22:00
R00327,In Progress,30/08/2023 19:23:00
R00327,Delivered,30/08/2023 19:41:00
R00328,Submitted,19/09/2023 15:22:00
R00328,In Progress,19/09/2023 15:23:00
R00328,Delivered,19/09/2023 15:38:00
R00329,Submitted,21/11/2023 12:37:00
R00329,In Progress,21/11/2023 12:43:00
R00329,Delivered,21/11/2023 12:54:00
R00330,Submitted,22/03/2023 20:26:00
R00330,In Progress,22/03/2023 20:27:00
R00330,Delivered,22/03/2023 20:38:00
R00331,Submitted,14/04/2023 20:33:00
R00331,In Progress,14/04/2023 20:36:00
R00331,Delivered,14/04/2023 20:46:00
R00332,Submitted,04/09/2023 17:09:00
R00332,In Progress,04/09/2023 17:10:00
R00332,Delivered,04/09/2023 17:19:00
R00333,Submitted,31/01/2023 20:25:00
R00333,In Progress,31/01/2023 20:29:00
R00333,Delivered,31/01/2023 20:36:00
R00334,Submitted,05/06/2023 10:28:00
R00334,In Progress,05/06/2023 10:33:00
R00334,Delivered,05/06/2023 10:47:00
R00335,Submitted,25/03/2023 11:16:00
R00335,In Progress,25/03/2023 11:22:00
R00335,Delivered,25/03/2023 11:34:00
R00336,Submitted,20/02/2023 18:36:00
R00336,In Progress,20/02/2023 18:37:00
R00336,Delivered,20/02/2023 18:51:00
R00337,Submitted,22/06/2023 11:35:00
R00337,In Progress,22/06/2023 11:38:00
R00337,Delivered,22/06/2023 11:51:00
R00338,Submitted,03/05/2023 18:40:00
R00338,In Progress,03/05/2023 18:46:00
R00338,Delivered,03/05/2023 18:56:00
R00339,Submitted,02/03/2023 12:36:00
R00339,In Progress,02/03/2023 12:40:00
R00339,Delivered,02/03/2023 12:47:00
R00340,Submitted,11/05/2023 21:38:00
R00340,In Progress,11/05/2023 21:40:00
R00340,Delivered,11/05/2023 21:53:00
R00341,Submitted,22/09/2023 19:21:00
R00341,In Progress,22/09/2023 19:22:00
R00341,Delivered,22/09/2023 19:31:00
R00342,Submitted,15/02/2023 12:36:00
R00342,In Progress,15/02/2023 12:37:00
R00342,Delivered,15/02/2023 12:50:00
R00343,Submitted,19/05/2023 11:23:00
R00343,In Progress,19/05/2023 11:26:00
R00343,Delivered,19/05/2023 11:36:00
R00344,Submitted,02/10/2023 16:30:00
R00344,In Progress,02/10/2023 16:36:00
R00344,Delivered,02/10/2023 16:47:00
R00345,Submitted,19/05/2023 20:32:00
R00345,In Progress,19/05/2023 20:38:00
R00345,Delivered,19/05/2023 20:44:00
R00346,Submitted,14/03/2023 21:32:00
R00346,In Progress,14/03/2023 21:34:00
R00346,Delivered,14/03/2023 21:49:00
R00347,Submitted,23/05/2023 15:06:00
R00347,In Progress,23/05/2023 15:09:00
R00347,Delivered,23/05/2023 15:25:00
R00348,Submitted,22/04/2023 17:24:00
R00348,In Progress,22/04/2023 17:28:00
R00348,Delivered,22/04/2023 17:35:00
R00349,Submitted,06/08/2023 17:27:00
R00349,In Progress,06/08/2023 17:30:00
R00349,Delivered,06/08/2023 17:41:00
R00350,Submitted,10/05/2023 20:42:00
R00350,In Progress,10/05/2023 20:47:00
R00350,Delivered,10/05/2023 20:55:00
R00351,Submitted,09/03/2023 16:08:00
R00351,In Progress,09/03/2023 16:13:00
R00351,Delivered,09/03/2023 16:26:00
R00352,Submitted,05/05/2023 21:41:00
R00352,In Progress,05/05/2023 21:47:00
R00352,Delivered,05/05/2023 21:56:00
R00353,Submitted,05/06/2023 17:33:00
R00353,In Progress,05/06/2023 17:36:00
R00353,Delivered,05/06/2023 17:43:00
R00354,Submitted,10/07/2023 20:43:00
R00354,In Progress,10/07/2023 20:45:00
R00354,Delivered,10/07/2023 20:55:00
R00355,Submitted,08/04/2023 10:38:00
R00355,In Progress,08/04/2023 10:41:00
R00355,Delivered,08/04/2023 10:51:00
R00356,Submitted,19/02/2023 21:14:00
R00356,In Progress,19/02/2023 21:18:00
R00356,Delivered,19/02/2023 21:28:00
R00357,Submitted,12/04/2023 21:38:00
R00357,In Progress,12/04/2023 21:44:00
R00357,Delivered,12/04/2023 21:51:00
R00358,Submitted,10/03/2023 21:14:00
R00358,In Progress,10/03/2023 21:19:00
R00358,Delivered,10/03/2023 21:32:00
R00359,Submitted,26/03/2023 12:38:00
R00359,In Progress,26/03/2023 12:41:00
R00359,Delivered,26/03/2023 12:56:00
R00360,Submitted,23/02/2023 13:32:00
R00360,In Progress,23/02/2023 13:37:00
R00360,Delivered,23/02/2023 13:48:00
R00361,Submitted,23/05/2023 19:41:00
R00361,In Progress,23/05/2023 19:43:00
R00361,Delivered,23/05/2023 19:54:00
R00362,Submitted,10/05/2023 17:41:00
R00362,In Progress,10/05/2023 17:46:00
R00362,Delivered,10/05/2023 17:54:00
R00363,Submitted,15/03/2023 21:17:00
R00363,In Progress,15/03/2023 21:18:00
R00363,Delivered,15/03/2023 21:35:00
R00364,Submitted,18/09/2023 13:36:00
R00364,In Progress,18/09/2023 13:42:00
R00364,Delivered,18/09/2023 13:49:00
R00365,Submitted,06/10/2023 21:12:00
R00365,In Progress,06/10/2023 21:14:00
R00365,Delivered,06/10/2023 21:26:00
R00366,Submitted,30/03/2023 20:22:00
R00366,In Progress,30/03/2023 20:24:00
R00366,Delivered,30/03/2023 20:39:00
R00367,Submitted,04/05/2023 15:43:00
R00367,In Progress,04/05/2023 15:45:00
R00367,Delivered,04/05/2023 16:00:00
R00368,Submitted,09/11/2023 14:05:00
R00368,In Progress,09/11/2023 14:11:00
R00368,Delivered,09/11/2023 14:16:00
R00369,Submitted,01/04/2023 11:33:00
R00369,In Progress,01/04/2023 11:34:00
R00369,Delivered,01/04/2023 11:46:00
R00370,Submitted,29/03/2023 10:08:00
R00370,In Progress,29/03/2023 10:14:00
R00370,Delivered,29/03/2023 10:22:00
R00371,Submitted,04/05/2023 20:06:00
R00371,In Progress,04/05/2023 20:11:00
R00371,Delivered,04/05/2023 20:16:00
R00372,Submitted,08/05/2023 18:12:00
R00372,In Progress,08/05/2023 18:18:00
R00372,Delivered,08/05/2023 18:25:00
R00373,Submitted,08/10/2023 19:32:00
R00373,In Progress,08/10/2023 19:36:00
R00373,Delivered,08/10/2023 19:51:00
R00374,Submitted,16/10/2023 14:15:00
R00374,In Progress,16/10/2023 14:19:00
R00374,Delivered,16/10/2023 14:29:00
R00375,Submitted,18/04/2023 15:09:00
R00375,In Progress,18/04/2023 15:12:00
R00375,Delivered,18/04/2023 15:22:00
R00376,Submitted,04/04/2023 19:05:00
R00376,In Progress,04/04/2023 19:07:00
R00376,Delivered,04/04/2023 19:23:00
R00377,Submitted,16/08/2023 15:17:00
R00377,In Progress,16/08/2023 15:18:00
R00377,Delivered,16/08/2023 15:35:00
R00378,Submitted,09/07/2023 14:38:00
R00378,In Progress,09/07/2023 14:43:00
R00378,Delivered,09/07/2023 14:55:00
R00379,Submitted,03/02/2023 11:33:00
R00379,In Progress,03/02/2023 11:39:00
R00379,Delivered,03/02/2023 11:44:00
R00380,Submitted,15/09/2023 16:24:00
R00380,In Progress,15/09/2023 16:27:00
R00380,Delivered,15/09/2023 16:42:00
R00381,Submitted,22/04/2023 17:39:00
R00381,In Progress,22/04/2023 17:44:00
R00381,Delivered,22/04/2023 17:53:00
R00382,Submitted,13/03/2023 12:12:00
R00382,In Progress,13/03/2023 12:18:00
R00382,Delivered,13/03/2023 12:26:00
R00383,Submitted,15/06/2023 10:40:00
R00383,In Progress,15/06/2023 10:43:00
R00383,Delivered,15/06/2023 10:52:00
R00384,Submitted,05/03/2023 13:31:00
R00384,In Progress,05/03/2023 13:34:00
R00384,Delivered,05/03/2023 13:50:00
R00385,Submitted,09/04/2023 15:31:00
R00385,In Progress,09/04/2023 15:35:00
R00385,Delivered,09/04/2023 15:47:00
R00386,Submitted,01/12/2023 12:42:00
R00386,In Progress,01/12/2023 12:48:00
R00386,Delivered,01/12/2023 12:52:00
R00387,Submitted,01/03/2023 15:29:00
R00387,In Progress,01/03/2023 15:33:00
R00387,Delivered,01/03/2023 15:40:00
R00388,Submitted,15/05/2023 17:30:00
R00388,In Progress,15/05/2023 17:32:00
R00388,Delivered,15/05/2023 17:43:00
R00389,Submitted,29/05/2023 14:26:00
R00389,In Progress,29/05/2023 14:32:00
R00389,Delivered,29/05/2023 14:36:00
R00390,Submitted,16/06/2023 19:28:00
R00390,In Progress,16/06/2023 19:34:00
R00390,Delivered,16/06/2023 19:44:00
R00391,Submitted,20/03/2023 14:42:00
R00391,In Progress,20/03/2023 14:43:00
R00391,Delivered,20/03/2023 14:59:00
R00392,Submitted,05/07/2023 20:15:00
R00392,In Progress,05/07/2023 20:16:00
R00392,Delivered,05/07/2023 20:34:00
R00393,Submitted,29/11/2023 13:18:00
R00393,In Progress,29/11/2023 13:24:00
R00393,Delivered,29/11/2023 13:35:00
R00394,Submitted,11/07/2023 19:19:00
R00394,In Progress,11/07/2023 19:25:00
R00394,Delivered,11/07/2023 19:36:00
R00395,Submitted,02/04/2023 10:26:00
R00395,In Progress,02/04/2023 10:29:00
R00395,Delivered,02/04/2023 10:42:00
R00396,Submitted,14/03/2023 19:09:00
R00396,In Progress,14/03/2023 19:12:00
R00396,Delivered,14/03/2023 19:23:00
R00397,Submitted,20/07/2023 18:07:00
R00397,In Progress,20/07/2023 18:11:00
R00397,Delivered,20/07/2023 18:21:00
R00398,Submitted,21/04/2023 15:37:00
R00398,In Progress,21/04/2023 15:42:00
R00398,Delivered,21/04/2023 15:54:00
R00399,Submitted,03/05/2023 10:11:00
R00399,In Progress,03/05/2023 10:17:00
R00399,Delivered,03/05/2023 10:25:00
R00400,Submitted,08/09/2023 16:21:00
R00400,In Progress,08/09/2023 16:22:00
R00400,Delivered,08/09/2023 16:33:00
R00401,Submitted,26/03/2023 10:20:00
R00401,In Progress,26/03/2023 10:23:00
R00401,Delivered,26/03/2023 10:37:00
R00402,Submitted,18/05/2023 10:25:00
R00402,In Progress,18/05/2023 10:27:00
R00402,Delivered,18/05/2023 10:36:00
R00403,Submitted,02/10/2023 17:27:00
R00403,In Progress,02/10/2023 17:30:00
R00403,Delivered,02/10/2023 17:42:00
R00404,Submitted,16/02/2023 17:07:00
R00404,In Progress,16/02/2023 17:09:00
R00404,Delivered,16/02/2023 17:22:00
R00405,Submitted,14/10/2023 19:21:00
R00405,In Progress,14/10/2023 19:25:00
R00405,Delivered,14/10/2023 19:32:00
R00406,Submitted,31/03/2023 17:05:00
R00406,In Progress,31/03/2023 17:11:00
R00406,Delivered,31/03/2023 17:17:00
R00407,Submitted,27/06/2023 16:42:00
R00407,In Progress,27/06/2023 16:47:00
R00407,Delivered,27/06/2023 16:58:00
R00408,Submitted,20/01/2023 19:27:00
R00408,In Progress,20/01/2023 19:29:00
R00408,Delivered,20/01/2023 19:45:00
R00409,Submitted,19/04/2023 17:07:00
R00409,In Progress,19/04/2023 17:12:00
R00409,Delivered,19/04/2023 17:22:00
R00410,Submitted,26/06/2023 20:11:00
R00410,In Progress,26/06/2023 20:16:00
R00410,Delivered,26/06/2023 20:29:00
R00411,Submitted,06/04/2023 18:18:00
R00411,In Progress,06/04/2023 18:19:00
R00411,Delivered,06/04/2023 18:35:00
R00412,Submitted,12/10/2023 13:22:00
R00412,In Progress,12/10/2023 13:23:00
R00412,Delivered,12/10/2023 13:39:00
R00413,Submitted,17/04/2023 12:42:00
R00413,In Progress,17/04/2023 12:43:00
R00413,Delivered,17/04/2023 12:53:00
R00414,Submitted,05/04/2023 21:09:00
R00414,In Progress,05/04/2023 21:11:00
R00414,Delivered,05/04/2023 21:26:00
R00415,Submitted,13/03/2023 13:12:00
R00415,In Progress,13/03/2023 13:14:00
R00415,Delivered,13/03/2023 13:31:00
R00416,Submitted,26/04/2023 13:06:00
R00416,In Progress,26/04/2023 13:12:00
R00416,Delivered,26/04/2023 13:20:00
R00417,Submitted,06/04/2023 20:26:00
R00417,In Progress,06/04/2023 20:27:00
R00417,Delivered,06/04/2023 20:38:00
R00418,Submitted,15/06/2023 11:39:00
R00418,In Progress,15/06/2023 11:41:00
R00418,Delivered,15/06/2023 11:58:00
R00419,Submitted,03/06/2023 16:19:00
R00419,In Progress,03/06/2023 16:22:00
R00419,Delivered,03/06/2023 16:35:00
R00420,Submitted,23/02/2023 19:22:00
R00420,In Progress,23/02/2023 19:27:00
R00420,Delivered,23/02/2023 19:33:00
R00421,Submitted,12/10/2023 14:37:00
R00421,In Progress,12/10/2023 14:39:00
R00421,Delivered,12/10/2023 14:53:00
R00422,Submitted,16/04/2023 21:14:00
R00422,In Progress,16/04/2023 21:17:00
R00422,Delivered,16/04/2023 21:29:00
R00423,Submitted,12/04/2023 20:40:00
R00423,In Progress,12/04/2023 20:44:00
R00423,Delivered,12/04/2023 20:58:00
